Disease ID,Disease Name,Associated Gene IDs
C2239176,Liver carcinoma,"100124700, 100507436, 1012, 101929072, 1027, 1029, 1033, 10468, 10476, 1050, 1051, 1052, 10537, 10553, 10788, 10961, 10987, 11315, 117145, 118, 122953, 1230, 1312, 1356, 1401, 1499, 1509, 1540, 1543, 1571, 1586, 1636, 1646, 174, 1806, 1869, 1950, 1956, 196528, 2, 2023, 2052, 2099, 2108, 2147, 2171, 2182, 2194, 2203, 2222, 2248, 2249, 22937, 2305, 23095, 2353, 2475, 2597, 2658, 2705, 2719, 27232, 2752, 2810, 2897, 29108, 29126, 2923, 2944, 2950, 307, 3082, 3083, 31, 3148, 3156, 324, 325, 3265, 328, 3284, 3309, 3313, 3315, 332, 335, 3417, 3439, 3476, 3480, 3481, 3482, 3491, 3569, 3576, 3660, 3667, 367, 3699, 3725, 3845, 3954, 406906, 4143, 4199, 4233, 4297, 4313, 4318, 4353, 4489, 4502, 4598, 4609, 47, 472, 4780, 4792, 4830, 50, 51, 5105, 51085, 51360, 5155, 5157, 5218, 5226, 5230, 5243, 5244, 5245, 5265, 5267, 5290, 5315, 5317, 5468, 5469, 5502, 55840, 57016, 5743, 5747, 57492, 57509, 5836, 58508, 5879, 5914, 5925, 595, 598, 60, 6194, 6197, 6240, 6241, 6319, 6348, 637, 6387, 64399, 6502, 6513, 6514, 6528, 6648, 6720, 6721, 6772, 6775, 6888, 693200, 7001, 7015, 7039, 7040, 7054, 7157, 7248, 7263, 7298, 7345, 735, 7372, 7376, 7412, 7571, 760, 7832, 7980, 80381, 8289, 8312, 83597, 83932, 83940, 8407, 841, 8431, 8660, 8667, 87178, 8720, 873, 8743, 8805, 8826, 8900, 898, 89885, 9021, 9099, 9353, 9510, 9518, 9588, 9681, 9757, 9965, 9971"
C0206726,gliosarcoma,"10460, 1555, 1562, 1956, 2260, 2261, 3417, 346288, 4255, 4792, 5447, 5468, 6867, 7157, 7422, 8216"
C0948089,Acute Coronary Syndrome,"1152, 1158, 1401, 2023, 2597, 2923, 2934, 2950, 3312, 3329, 338382, 3690, 3945, 397, 4318, 462, 5069, 5444, 5689, 6648, 7099, 71, 7124, 7137, 7139, 7171, 7414, 7431, 81027, 832, 84790"
C0029927,Ovarian Cysts,"1001, 11249, 1301, 1586, 1675, 186, 221472, 245972, 2554, 25789, 266, 283, 2857, 3549, 391051, 4237, 4790, 5071, 51643, 5195, 55110, 55699, 56287, 5734, 5742, 6125, 6424, 7025, 7111, 713, 784, 8174, 91937, 931, 9397"
C0036346,"Schizophrenia, Childhood","124925, 192134, 23024, 3339, 339231, 341640, 342667, 3655, 387509, 4232, 5740, 5970, 6262, 84630, 91662, 9569"
C0206686,Adrenocortical carcinoma,"1029, 1499, 1616, 1956, 3480, 3481, 4221, 5243, 5925, 6240, 6678, 673, 7015, 7153, 7157, 84133, 9968"
C0036341,Schizophrenia,"10000, 100196913, 100329170, 100507431, 100528007, 100528016, 1012, 101927134, 101927279, 101928630, 101928882, 10198, 102724457, 10274, 10641, 10659, 10718, 10752, 10806, 10814, 10815, 1108, 1116, 11278, 113, 1136, 115111, 116369, 116987, 1182, 119032, 119749, 1268, 1281, 131177, 1312, 132200, 133482, 1356, 146279, 147657, 147929, 152330, 160777, 1610, 166378, 1739, 1806, 1812, 1813, 1814, 1815, 1983, 203062, 207, 2107, 220988, 221393, 222698, 2242, 2260, 22854, 22906, 22978, 22997, 23228, 23236, 23293, 23314, 23339, 23731, 23774, 23780, 2475, 255101, 2559, 2561, 2563, 2571, 2572, 25791, 25797, 25874, 259173, 26047, 26051, 26058, 267012, 2694, 27184, 27185, 27257, 280636, 2823, 284217, 288, 2887, 2898, 2901, 2903, 2904, 2906, 2908, 29115, 29119, 2912, 2913, 2931, 2932, 2989, 3084, 3094, 3123, 319100, 3240, 3269, 3356, 3362, 3363, 338442, 339230, 347689, 348, 348327, 348751, 348980, 3553, 3559, 3569, 3570, 3632, 3699, 3700, 3703, 3791, 3836, 387032, 387509, 3908, 400765, 4035, 404686, 406928, 407025, 407026, 4124, 4129, 4160, 4233, 4524, 4538, 4729, 4775, 4790, 4842, 4855, 488, 4900, 4908, 4914, 4923, 5021, 5045, 5062, 5108, 51150, 5142, 5245, 5286, 5291, 5362, 5371, 54659, 54805, 54806, 551, 55206, 55366, 55568, 55717, 55733, 55737, 55741, 55824, 5587, 5625, 5639, 5649, 56603, 56924, 56957, 57142, 57188, 5740, 57412, 57476, 57502, 57688, 5816, 5973, 5999, 6002, 60493, 607, 619488, 627, 6347, 6365, 6377, 6378, 63826, 63944, 641372, 6426, 64478, 6472, 64919, 65078, 6529, 6531, 6532, 6671, 6733, 6854, 6855, 6863, 6925, 694, 6942, 7057, 7124, 7157, 7166, 7434, 7444, 7726, 775, 783, 79018, 80145, 80832, 816, 8204, 8295, 837, 8379, 83857, 83943, 8400, 8401, 84062, 84334, 8452, 84547, 84628, 84678, 8542, 8787, 8806, 8991, 90139, 90273, 90952, 91574, 9162, 91752, 92017, 9378, 94026, 9508, 9600, 9628, 9638, 9651, 9685, 9745, 9821, 9839, 9947, 9993"
C0333641,Atrophic,"1191, 1544, 196, 3557, 54982, 5595, 6198, 6505, 6774, 84676"
C1800706,Idiopathic Pulmonary Fibrosis,"100128977, 10144, 1832, 23250, 255520, 5073, 51750, 5328, 54472, 6440, 653509, 7012, 7015, 727897, 729238, 79991, 91039"
C0431362,Lobar Holoprosencephaly,"2253, 2619, 2736, 28514, 4838, 50937, 5727, 6469, 6496, 6997, 7050, 7546, 84976, 8928"
C0431363,Alobar Holoprosencephaly,"2253, 2619, 2736, 28514, 4838, 50937, 5727, 6469, 6496, 6997, 7050, 7546, 84976, 8928"
C0021051,Immunologic Deficiency Syndromes,"1675, 1789, 3075, 3953, 57724, 713, 718, 720, 727, 731, 732, 735, 7535, 775, 8547, 916, 948"
C0004134,Ataxia,"131669, 1356, 1960, 22, 2554, 2557, 348980, 372, 4864, 538, 6334, 6513, 773, 785, 9254"
C0279628,Adenocarcinoma Of Esophagus,"1029, 1794, 23111, 23373, 27086, 4089, 4745, 5290, 56033, 5743, 7099, 7157, 8289, 9844"
C0035334,Retinitis Pigmentosa,"10002, 10210, 10461, 10594, 123016, 1258, 1259, 130557, 138050, 1406, 145226, 22926, 23020, 23418, 23568, 23746, 24, 24148, 25794, 26121, 26160, 2979, 3000, 3420, 346007, 3614, 375298, 388939, 4117, 4647, 4751, 4901, 50939, 5145, 5148, 5158, 55812, 55857, 55975, 57096, 57709, 583, 5949, 5961, 5995, 6010, 6017, 6094, 6100, 6101, 6102, 6103, 6114, 6116, 6121, 6295, 64218, 7274, 7275, 7287, 7399, 7401, 7439, 762, 768206, 79797, 79947, 80025, 84100, 84140, 8481, 8842, 9094, 9128, 9129, 92211, 9227, 94137, 9742"
C0279626,Squamous cell carcinoma of esophagus,"100048912, 1026, 1029, 1072, 113278, 116, 1192, 120114, 1244, 125, 130540, 1381, 1387, 1476, 1548, 1890, 1956, 2033, 217, 2195, 2196, 2280, 25800, 25816, 2665, 2739, 2810, 2952, 301, 3091, 3146, 3309, 340061, 378938, 3860, 3861, 3872, 3880, 4017, 406999, 4085, 4255, 4780, 482, 4851, 4853, 4854, 494335, 5052, 51196, 5144, 51741, 5216, 55294, 567, 5720, 5721, 5743, 58508, 5925, 595, 6317, 645, 6648, 6657, 6876, 701, 7157, 7167, 7168, 7169, 7403, 7494, 7515, 759, 760, 79633, 8085, 811, 829, 8342, 84817, 84962, 861, 9446"
C0004364,Autoimmune Diseases,"1314, 1409, 1415, 2091, 2157, 2213, 23411, 26191, 2833, 3156, 3240, 3263, 3313, 3458, 355, 3565, 3569, 3605, 5175, 5196, 54414, 567, 57379, 5913, 5949, 6648, 6774, 7132, 716, 721, 7293, 940, 959"
C0011991,Diarrhea,"1440, 2984, 3440, 3552, 3557, 4057, 4645, 5697, 6550, 929"
C0151744,Myocardial Ischemia,"1000, 10059, 10462, 1052, 10611, 1075, 10928, 10959, 10965, 1153, 117579, 1326, 1329, 1375, 1398, 1401, 1432, 153, 154, 1634, 166, 1737, 183, 1843, 1848, 1906, 1959, 2006, 201475, 2029, 203, 2150, 2152, 2171, 2246, 2247, 226, 22919, 23491, 2628, 2634, 2643, 2690, 27020, 2710, 2729, 2768, 28984, 2920, 2938, 2946, 2950, 2992, 3030, 3082, 3097, 3098, 3099, 3146, 3158, 3162, 3164, 3303, 3306, 3313, 334, 3383, 3397, 3399, 3459, 3479, 3486, 3552, 3553, 3569, 3572, 3627, 3659, 3717, 3726, 374, 3764, 3791, 389, 406, 4223, 4254, 4329, 4478, 4599, 4691, 4734, 476, 4792, 4846, 4878, 5034, 5037, 5142, 5160, 5166, 5209, 5213, 5236, 5320, 5443, 5471, 54738, 5495, 5515, 5534, 5581, 5693, 5786, 5834, 5868, 595, 60, 60674, 6139, 6252, 6258, 6262, 6347, 6348, 6351, 6376, 6401, 6403, 6533, 6546, 6648, 6678, 6776, 6817, 6890, 6935, 7037, 7091, 7112, 7124, 713, 7139, 7296, 7357, 7386, 7412, 7422, 7538, 7846, 7879, 79924, 811, 817, 81876, 821, 83939, 83992, 8553, 8773, 894, 9021, 91543, 9314, 9370, 9451, 948, 9518, 952, 9588, 9637"
C0085580,Essential Hypertension,"100188321, 100188807, 100188808, 100188825, 117191, 118, 1577, 183, 185, 1889, 2784, 387575, 444980, 481, 4843, 4846, 50986, 51320, 5740, 6401, 8490"
C0019209,Hepatomegaly,"1544, 3953, 4591, 5184, 5465, 55315, 8856, 9474, 9719, 9970"
C0026848,Myopathy,"10367, 10599, 1376, 1440, 1508, 213, 2170, 270, 3094, 3156, 3363, 3553, 3630, 383, 4089, 4128, 440275, 4549, 4571, 4572, 5465, 5837, 5913, 7040, 7136, 7273, 729920, 84466, 9177"
C0019202,Hepatolenticular Degeneration,"1356, 191, 2, 308, 348, 3569, 3576, 3586, 4015, 4017, 438, 4713, 540, 54949, 5530, 5532, 5621, 56899, 57817, 635, 6622, 7076, 7124, 815"
C0015393,Eye Abnormalities,"1055, 158326, 182, 285590, 30813, 317, 324, 3340, 55764, 6469, 657, 658, 7020, 7042, 7048, 729920"
C0026846,Muscular Atrophy,"10370, 114907, 1499, 207, 25937, 2688, 270, 2932, 3479, 3757, 6647, 7274, 84676"
C0004782,Basal Ganglia Diseases,"10367, 1565, 1813, 1814, 3356, 5155, 5159, 5617, 6575, 80704, 8622, 9213"
C0019163,Hepatitis B,"1548, 2903, 3113, 3115, 3240, 3439, 3440, 3455, 3456, 3458, 3459, 3588, 4015, 4017, 6554, 7332"
C0024115,Lung diseases,"10253, 10265, 10365, 114131, 1395, 1490, 151, 153572, 154, 1636, 2, 26253, 27125, 3091, 3170, 338339, 3480, 3482, 3596, 3643, 3815, 3948, 4317, 4353, 5125, 5154, 5156, 5265, 5591, 5743, 5744, 5745, 6337, 6338, 64220, 6439, 6648, 683, 7040, 7055, 7080, 7124, 7356, 7422, 79191, 79192, 83716, 9446, 976"
C0024117,Chronic Obstructive Airway Disease,"100529262, 100529264, 10144, 10411, 11097, 1136, 1138, 123688, 132320, 1543, 1544, 170679, 170680, 1740, 192668, 200373, 2052, 260431, 283229, 3066, 3107, 311, 3162, 3356, 338811, 3576, 3658, 388815, 4312, 4318, 4323, 4843, 4846, 5265, 57484, 59341, 6441, 64478, 6649, 7040, 7042, 7124, 7139, 7157, 7356, 79890, 80150, 80195, 925, 977, 9914"
C0031117,Peripheral Neuropathy,"100126572, 100170841, 10038, 10057, 10125, 10129, 1020, 1022, 10257, 1029, 10461, 10561, 10577, 10592, 10643, 1066, 1071, 10732, 10859, 10891, 10908, 11006, 11056, 1111, 11190, 113510, 114785, 114880, 115265, 1158, 1200, 1244, 126129, 1299, 1396, 142, 1437, 1440, 1493, 151126, 154, 1544, 157313, 1582, 1588, 1591, 159162, 1612, 1617, 1621, 1633, 1649, 169270, 1780, 1806, 19, 1906, 1950, 196, 201299, 2052, 2064, 2067, 2068, 2071, 2072, 2099, 216, 2264, 22943, 23005, 23150, 23170, 23178, 23221, 23242, 2327, 2328, 23563, 23683, 239, 2528, 2571, 2574, 2575, 2576, 2578, 2579, 25830, 25894, 26022, 266740, 2670, 26748, 2690, 2707, 27257, 27340, 2735, 28232, 2838, 2876, 2950, 2954, 2956, 2965, 2999, 3044, 3059, 30812, 3161, 326624, 3364, 338, 3383, 3399, 3439, 3460, 3479, 3480, 3500, 3508, 3557, 3558, 3562, 3569, 3606, 3662, 368, 3690, 3725, 3904, 3953, 4041, 4049, 4058, 410, 4101, 4153, 4193, 421, 4255, 4288, 4314, 4330, 4361, 4363, 440279, 440823, 4524, 4548, 4595, 4644, 467, 472, 4744, 4803, 4852, 5055, 50999, 51129, 51207, 51608, 51646, 5243, 5244, 5294, 5329, 5376, 53904, 540, 5423, 5428, 5445, 5452, 5467, 54756, 5478, 548313, 54842, 54908, 54935, 55061, 55075, 55215, 55220, 55247, 5530, 55530, 55644, 55809, 5581, 56164, 5689, 5695, 57054, 57082, 57135, 57379, 5740, 5742, 57535, 57716, 578, 5783, 5799, 581, 6095, 6240, 6352, 6401, 6403, 6442, 64788, 6492, 65018, 65059, 65125, 6555, 658, 6584, 66002, 6648, 6649, 6715, 6716, 672, 675, 6756, 6757, 6759, 6778, 6787, 6790, 6820, 6891, 6925, 706, 7099, 7124, 7173, 7223, 7227, 7345, 7350, 7364, 7380, 7450, 7481, 7486, 7504, 774, 79071, 7918, 7979, 8110, 8139, 81537, 81569, 83439, 83660, 842, 84668, 84898, 8618, 8647, 8712, 8714, 8797, 8829, 890, 9, 90381, 9046, 9103, 91179, 9154, 9156, 9258, 9358, 9376, 939, 944, 9452, 949, 9499, 960, 9709, 9757, 9896, 990, 9989, 9990"
C0043094,Weight Gain,"10266, 10569, 11167, 11217, 114882, 1268, 140609, 1509, 1565, 1783, 1813, 2199, 2246, 22919, 23014, 23022, 23164, 23365, 23683, 25932, 26037, 26040, 2688, 26958, 2784, 284119, 285172, 2888, 2934, 302, 308, 323, 3358, 34, 3488, 351, 3929, 3952, 412, 4134, 4199, 4232, 4321, 4430, 4651, 4715, 4811, 4883, 5020, 51091, 51141, 51194, 51201, 51449, 51738, 5290, 5443, 5467, 55055, 55187, 55706, 5631, 57620, 586, 5986, 6158, 6202, 6234, 6259, 6678, 6711, 7124, 7171, 7431, 801, 80746, 84064, 8470, 857, 8701, 8826, 91404, 9215, 9370, 948, 9518, 9619, 9637, 9926"
C0011053,Deafness,"182, 204, 23562, 2706, 2707, 375611, 4089, 4286, 4549, 494513, 5077, 5424, 627, 65217, 776, 83715, 84947, 9381"
C0403553,Renal dysplasia and retinal aplasia (disorder),"10806, 22897, 26146, 261734, 27031, 27130, 4867, 57728, 80184, 9657"
C1263846,Attention deficit hyperactivity disorder,"100190790, 100190791, 10082, 10814, 1137, 1141, 114784, 121278, 1268, 1312, 143689, 158067, 1804, 1813, 1815, 1816, 200373, 201134, 2013, 2245, 22801, 23245, 23284, 28964, 2911, 2915, 2917, 2918, 3682, 388815, 412, 4122, 4204, 4336, 450087, 450088, 450089, 450090, 5789, 6531, 6869, 83706, 9914"
C0039685,Tetralogy of Fallot,"10370, 137814, 140628, 1482, 182, 2262, 2296, 2303, 23414, 2626, 2627, 2657, 2702, 6899, 8829, 8928, 9464"
C0524851,Neurodegenerative Disorders,"1410, 2056, 23411, 2495, 2668, 2878, 2936, 2944, 2946, 2948, 2949, 3060, 3162, 347, 351, 3569, 3620, 4137, 4257, 4803, 4804, 5265, 5311, 5413, 54902, 5663, 56894, 6414, 6622, 6648, 6709, 7431, 80025, 8622, 8942, 9118, 9446"
C0004763,Barrett Esophagus,"1012, 1592, 23373, 2520, 3082, 3576, 4170, 5468, 56475, 5743, 5970, 6548, 6750, 81696, 8854, 8856"
C0376634,Craniofacial Abnormalities,"100288805, 10082, 10159, 10238, 10253, 10265, 10269, 1055, 10683, 10743, 11127, 11285, 113189, 116442, 1280, 1301, 1302, 1404, 1452, 145258, 146862, 1499, 152330, 1745, 1746, 1749, 1750, 1788, 1789, 1827, 1836, 1889, 1902, 1906, 1909, 1956, 2074, 2077, 2114, 2138, 2239, 2245, 2248, 2253, 2260, 2263, 2299, 2303, 23169, 23314, 2332, 2348, 2562, 25836, 26040, 26229, 2624, 27164, 2776, 2812, 282808, 284058, 285590, 286077, 29927, 30062, 301, 30813, 3166, 317, 3198, 3200, 3211, 3339, 3340, 3664, 3714, 3954, 4000, 4036, 4054, 4087, 4088, 4089, 4204, 4313, 4322, 4335, 4487, 4488, 4591, 4851, 5077, 5080, 5156, 5251, 5308, 54499, 546, 54796, 56172, 5648, 57167, 5727, 5728, 5887, 60, 60529, 6259, 64220, 6493, 6495, 6497, 657, 658, 6662, 6730, 6834, 6899, 6905, 6913, 6925, 6949, 7020, 7021, 7042, 7048, 7068, 71, 7227, 7337, 7353, 7547, 78989, 80146, 80714, 8092, 8322, 85416, 8575, 860, 8626, 8720, 8772, 9270, 9378, 93986, 9569, 9786"
C0520459,Necrotizing Enterocolitis,"10327, 11315, 1839, 2023, 217, 3313, 333929, 34, 3957, 4057, 4843, 4846, 4942, 51084, 6648, 6652, 7099"
C0020473,Hyperlipidemia,"1071, 133522, 154, 155, 2641, 324, 338, 348, 3667, 3949, 3953, 3990, 4010, 4023, 4846, 5465, 79661"
C3463824,MYELODYSPLASTIC SYNDROME,"1030, 1495, 1612, 2056, 2146, 23236, 26040, 2624, 3077, 4066, 4609, 546, 54790, 55512, 7307, 8788, 8837, 8877"
C0003130,Anoxia,"10840, 132, 1358, 1431, 1504, 1757, 191, 1958, 2098, 229, 2597, 2778, 335, 37, 4353, 468, 4830, 4842, 4846, 4878, 506, 5106, 5173, 5327, 5443, 60, 6187, 6208, 627, 6648, 7035, 7086, 768"
C0149925,Small cell carcinoma of lung,"10397, 107, 11228, 1152, 121256, 1284, 1387, 1440, 169044, 1956, 1993, 201229, 2033, 2045, 2260, 22982, 23314, 26047, 2899, 2918, 3398, 3642, 3815, 429, 4297, 4610, 551, 55605, 57088, 5728, 57683, 5925, 6597, 6657, 7157, 7161, 8570, 862, 9353, 9425, 9699, 9774"
C0014544,Epilepsy,"101927235, 102724058, 10617, 1106, 112755, 1128, 1129, 1131, 116442, 150, 207, 2081, 213, 22953, 2316, 23271, 2348, 2353, 2354, 2562, 26047, 26053, 2670, 2876, 2903, 2904, 2911, 348980, 3611, 375449, 3756, 3785, 4208, 4317, 4852, 4887, 4985, 4988, 5025, 5099, 5243, 5428, 5443, 57282, 57468, 57526, 5789, 627, 6323, 6326, 6334, 6415, 6505, 6506, 6507, 6558, 7248, 7249, 7296, 7337, 7416, 7417, 79944, 8404, 8514, 8831"
C0162557,"Liver Failure, Acute","10457, 10468, 1440, 213, 2638, 2671, 3082, 355, 3557, 356, 3624, 3630, 3856, 3875, 462, 540, 5443, 5599, 6341, 7124, 831, 972"
C1449861,"Micronuclei, Chromosome-Defective","1029, 11186, 1543, 1571, 2052, 2072, 2944, 2952, 3091, 328, 4029, 4255, 5520, 5527, 5529, 6531, 7507, 7508, 7515"
C0009241,Cognition Disorders,"1312, 1392, 1813, 1814, 1965, 2056, 2332, 27125, 282808, 348, 3481, 351, 4089, 4233, 5021, 57282, 5743, 590, 6505, 6532, 7248, 7432, 7592"
C0085110,Severe Combined Immunodeficiency,"100, 204, 3575, 3718, 5896, 5897, 64421, 7037, 7535, 915, 916"
C0018798,Congenital Heart Defects,"10265, 182, 1827, 1889, 1906, 1909, 196, 2138, 2348, 25836, 27125, 2767, 2776, 2812, 3091, 3198, 3200, 4524, 4624, 4851, 4879, 5243, 5308, 5460, 55315, 55534, 64220, 6899, 6910, 7042, 7055, 7353, 7422, 859, 865, 9314, 9464, 9839"
C0018799,Heart Diseases,"1244, 126393, 1401, 1440, 146862, 150, 1535, 183, 2056, 213, 23411, 2641, 3032, 3065, 328, 407040, 4363, 4502, 4689, 4879, 488, 4968, 522, 5515, 567, 5683, 57104, 5739, 5880, 5916, 6341, 6508, 6696, 6925, 7054, 7076, 7137, 7139, 7422, 7498, 8841, 8927, 9294"
C0023493,Adult T-Cell Lymphoma/Leukemia,"1233, 1236, 1452, 1457, 1460, 1493, 1880, 22807, 2534, 2625, 29851, 3181, 3195, 332, 3439, 3440, 3458, 3558, 3565, 3586, 3662, 50943, 5335, 5579, 654, 6774, 7014, 7161, 7409, 84433, 940"
C0008312,Primary biliary cirrhosis,"101928376, 10665, 22806, 23228, 23274, 23534, 3592, 3594, 3595, 3663, 4664, 51300, 5450, 5890, 6689, 6775, 7132, 730109, 79258, 84961, 8986, 9844, 9966"
C0004936,Mental disorders,"1312, 1644, 3440, 4010, 4128, 4842, 5243, 5443, 54487, 7225, 7504"
C0005283,beta Thalassemia,"1723, 2056, 3040, 3043, 3934, 57817, 7036, 7037, 7372, 790"
C0024809,Marijuana Abuse,"1268, 207, 2222, 23780, 5243, 79571, 801, 805, 816, 949"
C0023976,Long QT Syndrome,"10142, 1832, 23171, 287, 3753, 3757, 3759, 3784, 5443, 5728, 6262, 6331, 6640, 775, 859, 9992"
C0006413,Burkitt Lymphoma,"10672, 10693, 10841, 27113, 27164, 3399, 4609, 5087, 5091, 5295, 53947, 5979, 6597, 6929, 8289"
C1861063,"TOBACCO ADDICTION, SUSCEPTIBILITY TO (finding)","112398, 1136, 1137, 1138, 1142, 1548, 1555, 3094, 627, 6531, 8973, 9568"
C0018621,Hay fever,"10451, 1469, 22806, 23274, 284110, 286046, 4088, 7096, 7145, 9173"
C0021655,Insulin Resistance,"100128714, 1363, 1489, 154, 1956, 196, 23411, 2688, 2778, 2878, 3159, 3162, 3164, 32, 3290, 3483, 3485, 3630, 3643, 3667, 367, 3767, 3952, 3953, 3990, 412, 4160, 4846, 5295, 5360, 5465, 5468, 5562, 5563, 56729, 5728, 57761, 6414, 6517, 6648, 6720, 6721, 7124, 718, 79661, 8013, 834, 9370, 948"
C0149721,Left Ventricular Hypertrophy,"1152, 1158, 1215, 1277, 1281, 155, 1636, 183, 1839, 186, 1906, 196, 2335, 2475, 2548, 4609, 4878, 5530, 5534, 58, 5972, 6198, 6794, 9518"
C0085129,Bronchial Hyperreactivity,"10417, 2919, 3383, 3557, 3596, 4803, 5742, 6347, 6863, 7432, 796, 80332, 8989"
C1862939,AMYOTROPHIC LATERAL SCLEROSIS 1,"10736, 1191, 120237, 1270, 1387, 1471, 1509, 1639, 170825, 2251, 2326, 2353, 2554, 2637, 2664, 2670, 27040, 283, 2892, 3297, 331, 340990, 3718, 3727, 3797, 3949, 4744, 5154, 5179, 5444, 5630, 598, 6256, 6404, 6464, 6615, 6647, 682, 7074, 7090, 7114, 7124, 7431, 7476, 794, 834, 9118, 924, 968"
C0015934,Fetal Growth Retardation,"1312, 183, 2746, 284276, 3480, 3481, 4846, 4998, 5972, 6647"
C0079541,Holoprosencephaly,"117190, 2619, 3244, 4838, 57045, 5727, 6469, 6496, 6997, 7050"
C0993582,"Arthritis, Experimental","1280, 1356, 1401, 1786, 1956, 196, 213, 2180, 2182, 2932, 3458, 3553, 3565, 3569, 3586, 3596, 3605, 3952, 406943, 4314, 4353, 4982, 51703, 5243, 5734, 5897, 6288, 6424, 6772, 6774, 6863, 7124, 7422, 796, 81567, 847, 90865, 9173, 9370, 969"
C0014549,Tonic-Clonic Epilepsy,"10763, 1565, 1839, 2247, 4803, 4908, 5020, 5443, 590, 627"
C0242656,Disease Progression,"1000, 10061, 10131, 10330, 10347, 10528, 10549, 10574, 10628, 1075, 1081, 10935, 11200, 1182, 1201, 1386, 1475, 1508, 154664, 1548, 1642, 1798, 1950, 1956, 1969, 2064, 2065, 2099, 2247, 2286, 23, 23028, 23201, 2321, 23246, 23586, 26135, 267, 27034, 27131, 27339, 28973, 28998, 2950, 29777, 29894, 3191, 3265, 328, 3420, 354, 3621, 368, 384, 406984, 406985, 4074, 4313, 4363, 4609, 4695, 4719, 4723, 501, 5036, 50813, 51035, 51042, 51501, 51594, 5160, 51728, 5243, 5244, 5245, 53635, 540, 5518, 5524, 5550, 5564, 55739, 56915, 5728, 57610, 5792, 5826, 5886, 5909, 596, 6137, 6138, 6141, 6194, 6209, 6223, 6227, 6231, 6240, 6257, 64963, 6628, 6648, 6649, 6721, 6772, 6935, 7015, 7153, 7423, 7528, 80324, 8148, 81605, 8189, 84364, 847, 85320, 8611, 8802, 898, 9136, 9277, 9725, 9817, 9839, 999"
C0017668,Focal glomerulosclerosis,"10269, 1282, 1490, 183, 1906, 2335, 23607, 26762, 2776, 4358, 4627, 4628, 4843, 4868, 5054, 5111, 59, 64423, 6696, 7040, 7827, 81"
C0334588,Giant Cell Glioblastoma,"10460, 1956, 2260, 2261, 3417, 346288, 4255, 4792, 5468, 6867, 7157, 8216"
C1959629,Seizure Adverse Event,"10564, 10577, 113246, 116461, 127343, 1859, 25930, 271, 284111, 3785, 51133, 54617, 5813, 6323, 6326, 8785, 93627, 93649, 9871"
C0005910,Body Weight,"132789, 2696, 2813, 3270, 4160, 5122, 5443, 54901, 5607, 627, 687, 7021, 79068, 89866"
C0020179,Huntington Disease,"1268, 1827, 2166, 2668, 3064, 4128, 4129, 4968, 51447, 56616, 6515, 9131"
C0017636,Glioblastoma,"1021, 10397, 1116, 1475, 1476, 1501, 1508, 1513, 182, 1848, 1950, 1956, 2195, 2335, 23462, 23476, 23512, 2355, 23635, 26136, 2668, 2952, 3020, 3091, 324, 3280, 3440, 346288, 3553, 3558, 3576, 3714, 4194, 4233, 4255, 4313, 4318, 4609, 4763, 4851, 4853, 4854, 5071, 5292, 5371, 5747, 590, 648, 7052, 7422, 7490, 8216, 8358, 8434, 8553, 861, 864, 8743, 8842, 928, 9611"
C0235833,Congenital diaphragmatic hernia,"1490, 158326, 1732, 23414, 2626, 2627, 3480, 3482, 3643, 4654, 53834, 7490"
C0036421,Systemic Scleroderma,"100506023, 10318, 10665, 170679, 170680, 219285, 221895, 23294, 23534, 286016, 2887, 3113, 3115, 3119, 3122, 3663, 3684, 388, 4855, 54899, 6660, 6775, 79932, 919, 9474"
C2609414,Acute kidney injury,"100506658, 10411, 10457, 11167, 116085, 1191, 1234, 1471, 1557, 1559, 1565, 1839, 1906, 1956, 2, 2053, 2056, 213, 23411, 2539, 259, 2621, 2671, 26762, 283238, 2932, 2946, 2950, 3048, 3074, 3162, 3303, 3440, 3479, 3484, 3569, 3586, 3630, 3816, 3827, 391051, 3934, 4353, 4524, 4780, 4843, 4846, 4878, 506, 50604, 51330, 54600, 54658, 5468, 551, 567, 581, 624, 6556, 6696, 7033, 7040, 7124, 7157, 7422, 81693, 960"
C1876165,Copper-Overload Cirrhosis,"150684, 3082, 3855, 3880, 4087, 4233, 4288, 59, 6774, 7040, 836"
C0000786,Spontaneous abortion,"10321, 10468, 1048, 10561, 10615, 10666, 10824, 11009, 1277, 1278, 1288, 1289, 1290, 1291, 1293, 1298, 1305, 1440, 1543, 1591, 1719, 1842, 185, 1893, 2012, 2252, 22924, 2335, 23753, 23767, 251, 2537, 26998, 27159, 2744, 3026, 3292, 3430, 3446, 3479, 348, 3481, 3484, 3486, 3489, 3553, 3568, 3569, 3578, 3589, 3593, 3603, 3623, 3627, 3691, 3694, 3717, 3732, 3910, 3958, 3976, 405, 4133, 4247, 4256, 4316, 4320, 4321, 4324, 4327, 4585, 4680, 4684, 5047, 51554, 5228, 53832, 56145, 5618, 56547, 5655, 56891, 5740, 5744, 59272, 5950, 6317, 6318, 634, 6750, 7037, 7040, 7045, 7046, 7077, 7078, 7143, 7185, 80034, 8741, 8743, 8763, 8832, 924, 925, 9332, 968, 969"
